Marlene E Spielman Financial Consulting Ltd,50.999573,-114.036463,T2H 2P6,130-1209 59 Ave SE,Financial Association & Orginization
MRU E Wing,51.011841872406,-114.13203940491,,,Education
Alberta E-Recycling,51.016298,-114.124288,,,
Steven E Hurley,51.0572709,-113.9587043,T2A 2Y9,5228 Marshall Road NE,Arts & Entertainment
La Vita e Bella,51.041124519415,-114.0558163648,T2G 1A5,401 12th Avenue SE,Resturant
Nordstrom E-Bar,50.997882,-114.074,T2H 0K8,6455 MacLeod Trail SW,Shopping
S E Johnson Managemt Ltd,50.940208,-113.97183,,,Association & Orginization
Aglio E Olio,51.04161,-114.069471,,,Resturant
D E B Design Group,50.997753,-114.053783,T2H 2B6,5-6130 4 St SE,
R & E Elevator,52.261407,-113.752343,T4R 3A3,43 Dolan Close,
E I Office,51.089847564697,-115.34955596924,,,Association & Orginization
F E Osbourne School,51.093005,-114.16337127086,,,Education
Double E Motors,51.076109,-115.319433,T1W 2W8,105 Bow Meadows Crescent #108,Transportation
Williams E&C,51.04994,-114.068081,,,Association & Orginization
Bell E-learning Centre,51.788720861478,-114.09277419442,,,Association & Orginization Shopping
Chuck E. Cheese's,53.447216,-113.483877,T6N 1K8,9863 19th Avenue NW,Arts & Entertainment
I.D.A. - G & E Pharmacy,53.518178418823,-113.44084145881,T6B 0G2,7326 82 Ave,Healthcare
John E. Brownlee Building,53.547083843542,-113.4862351502,,10365 97 St NW,Public Service
E-Children (Westcoast Kids),53.549157346594,-113.61412152915,,10461 170 St,Shopping
E & R Automotive Clinic,53.343068,-113.521733,T9E 7X7,611 22 Ave,Transportation
E&S Motorcycles,53.70375902799,-113.1985669167,,,Shopping
Drs. E Kim, M Kim, D Larsen & Associates,53.522673,-113.62285,T5T 4M2,1410-8882 170th Street Northwest,Healthcare
Chuck E. Cheese's,53.5989,-113.569758,T5L 5E8,14245 137th Avenue NW,Arts & Entertainment
University of Alberta - Mechanical Engineering Building (MEC E),53.527452287822,-113.52841473514,,University of Alberta,Association & Orginization
H. E. Beriault,53.515727294508,-113.60906871224,,,
M. E. LaZerte High School,53.605336120091,-113.4452189759,,,Education
Clifford E Nature Sanctuary,53.413254048716,-113.78776537049,,,Parks
Edmonton Police Southeast Division Station,53.459643004524,-113.42627369066,T6L 7H6,104 Youville Dr East,Public Service
e.terra (Bytes),53.567568462452,-113.50230486348,,NAIT HP Centre,Resturant
ETLC 1-013,53.527441558118,-113.52868775716,,University Of Alberta,Education
eBar,53.539318922353,-113.50125076065,,,Arts & Entertainment
Chemistry E1-60,53.527752674179,-113.5242158536,,Chemistry Centre,Education
E&L Electric,53.585166,-113.467308,,12722 82 st,Association & Orginization
E Escape,53.541774899202,-113.50122478288,T5J 1C9,10132 105 St NW,Arts & Entertainment
E Business Buz,53.592262831051,-113.46721529961,T5E 6J6,C/O Delton RPO,Association & Orginization
E T Adnams Photography amd Design,53.56446,-113.43826,,,Association & Orginization
E&E Radiator Services,54.153261,-113.8805,T7P 2M7,10003 94A Avenue,Transportation
E-Staffing Dr3,53.5139601,-113.4406438,T6B 2P5,6803 78th Avenue NW,Financial Association & Orginization
E L Jacobs Welding Ltd,53.582848,-113.428797,T5W 1V3,5620 125A Ave NW,Association & Orginization
E Construction,53.541860543122,-113.37613223762,,,Association & Orginization
E-Z Pickens Crane Service,53.597654255025,-113.53003752446,T5L 3Z2,12108 - 135A Avenue,Association & Orginization
e-z stop,53.542392730713,-113.51019287109,,,Association & Orginization Shopping Resturant
E Lot,53.529025,-113.523618,,,Transportation
E B Horsman & Son,53.505034,-113.437933,T6B 3T6,7223 68 Ave NW,Association & Orginization
E-Ville Roller Derby,53.46408767297,-113.48836183548,T6N 1G7,10104 32 Ave NW,Arts & Entertainment
E Perry Drywall & Carpentry,53.447618379341,-113.43010425568,T6L 1N2,,Accomodation
E&E Kennels,53.545542,-113.994141,,,Accomodation
E Nails,53.453166,-113.524652,T6J 5R4,815 Saddleback Road NW,Shopping
Ecole J. E. Lapointe School,53.356609940529,-113.41112494469,T4X 1K2,4801 55 Ave,Education
E-VILLE Roller Derby - Mayfield Trade Center, EdmontonN AB,53.5538,-113.6155,,,Arts & Entertainment
A & E Exteriors,53.589987,-113.529084,T5E 5N9,13027 120th St,Association & Orginization
E Planet Construction Ltd,53.274192,-113.541939,T9E 7B3,6-5907 45 St,Association & Orginization
E M Plastic & Electric Product,53.508,-113.353,T6P 1N5,1215 70 ave,Accomodation
Edward Jones - Financial Advisor: Dale E Rutter,53.272651360724,-113.54915276923,T9E 8E3,5901 50th St, Bay 6,Financial Association & Orginization
The e-zoo,53.59396,-113.492805,,134,Art's & Entertainment
Kim E, Kim M & Larson D & Associates Optometrists,53.522786,-113.626868,,1410 West Edmonton Mall,Healthcare
NAIT E Wing,53.567396136373,-113.50547203188,,,Education
Red E Carpets,53.672409,-113.245472,,,Shopping
Bruce E Mintz Professional Corp,53.54582,-113.50801,T5J 1N3,400-10357 109 St NW,Financial Association & Orginization
Hall E,53.568456887665,-113.45573366052,,,Association & Orginization
Spratlin Thomas E Barrister & Solicitor,53.5340283,-113.325335,T8A 3X5,102 Sioux Rd,Financial Association & Orginization
Triple E Electric,53.501518,-113.542154,T6H 3T3,6507 123 St NW,Association & Orginization
Red E Carpets,53.703584,-113.20051,,,Shopping
Triple E Hardwood Flooring,53.59852,-113.473033,T5E 1V1,8540 136 Ave NW,Association & Orginization
T E L Terrault Enterprises Ltd,53.715751,-113.649109,T8T 0C6,11-25415 Hwy 37,Association & Orginization
E-Ville Coffee & Cakes,52.358988,-114.363574,,,Resturant
Gate 7A-E,53.309339404907,-113.58489990234,,Edmonton International Airport,Transportation
Edmonton International Airport (YEG),53.307100667672,-113.58372445306,T5J 2T2,Airport Rd,Transportation
Edmonton Airport Security Checkpoint,53.307597231055,-113.58426018252,,Edmonton International Airport (YEG),Transportaion
Renaissance Edmonton Airport Hotel,53.309689678896,-113.58357679652,,4236,Accomodation
Lakeside Estates,53.259735,-113.58198,T9E 7L4,,Association & Orginization
Queen Elizabeth II Highway,52.969773628209,-113.64507819142,,,Parks
Ponoka Elementary School,52.676515,-113.586661,T4J 1N7,5510 48 Ave,Education
Evansburg,53.602709393616,-115.01861834979,,,
7-Eleven,53.264507050601,-113.59130233526,T9E 0J2,101 West Haven Blvd,Association & Orginization Shopping Resturant
Belgian Beer Café Transit Edmonton,53.305516473196,-113.5817643596,,Edmonton International Airport (YEG),Resturant
Oriental Express Chinese & Western Cuisine,53.221760320177,-114.97938036919,T7A 1J7,5048, 50th Ave,Resturant
Edmonton Airport Baggage Claim,53.307659366363,-113.58387980633,T9E 0V3,Edmonton International Airport,Transportation
7-Eleven,53.540771,-113.96916,T7K 0K3,4201 28th St, Unit #100,Association & Orginization Shopping Resturant
EIA Rendezvous,53.308427272144,-113.58392487581,,,Transportation
The Ecocafé,52.960912,-114.027205,T0C 2V0,10 Village Drive R.R.#2,Resturant
Chiefs Pub And Eatery,52.310868563547,-114.09483344313,,,
Gunn General Store / Esso,53.733682605585,-114.34972736473,,,Transportaion Shopping Resturant
Extra Foods,52.383900320389,-114.91417981633,T4T 1A5,5520 46th St,Shopping
Entwhistle Esso,53.588907293894,-114.99036103689,,,Transportaion Shopping Resturant
Entwistle,53.594041106408,-114.99026263662,,,Public Service
7-Eleven,53.5116264,-114.0038673,T7Z 0K4,102 Genesis Drive,Association & Orginization Shopping Resturant
Easy Park,53.30717083794,-113.58023466811,,,Transportation
Edmonton Eskimo Sports Bar,53.308098,-113.58416,T9E 8B7,,Arts & Entertainment
Holiday Inn Express & Suites Spruce Grove - Stony Plain,53.5504072,-113.9347743,T7X 0T3,201 Jennifer Heil Way,Accomodation
Edmonton Petroleum Golf & Country Club,53.417205599906,-113.6913728714,,,Sports & Recreation
edmonton,53.307068,-113.588064,,,Transportaion
Entwistle Community Church,53.598348539613,-114.99180753046,T0E 0S0,5237 50th Street,Public Service
Eckville Arena,52.36224,-114.371555,,,Arts & Entertainment
Edo Japan,53.267088,-113.56727,,,Resturant
Esso,53.193214,-114.976061,,,Transportaion Shopping Resturant
ETS Bus Stop 9747,53.307741380224,-113.58353368818,T9E 0V3,Door 8,Transportation
Eckville, AB,52.359692451597,-114.36422621245,,,Transportation
Pet Foods Etc,53.529909,-114.007319,,4928 50 street,Shopping
Fo4rty Ei8ht,52.371615,-114.911254,T4T,4504-48 ave.,Arts & Entertainment
Gate 49E,53.307758,-113.584985,,Edmonton International Airport,Transportation
7-Eleven,52.681351669835,-113.58308941126,T4J 1L9,5302 Highway 2A,Association & Orginization Shopping Resturant
7-Eleven,53.530739591704,-114.00102853775,T7Z 1L8,4903 48th St,Association & Orginization Shopping Resturant
E & L Auto Body,53.02551,-112.818503,T4V 1H3,5218 46 St,Transportation
William E Hay School,52.32398,-112.71291,,,Education
D&E George Enterprises,53.022477542792,-112.82291278252,T4V 1X4,Box 1477,Association & Orginization
J & E Motors (1987) Ltd,52.962643,-113.37453,T9A 1H1,4201 49 St,Transportation
J&E Motors,52.97004,-113.387059,,,Transportation
Can Pak Environmental Inc.,52.398753080096,-113.19166660309,T0C 0B0,4916 50th St.,Public Service
Esso,52.216040457563,-113.81280675712,,???,Transportaion Shopping Resturant
Enmax Centrium,52.228230231963,-113.8059417969,,46 Ave,Sports & Recreation
Encana Arena,53.011080457104,-112.83750642052,,4512 53 St.,Arts & Entertainment
Earls,52.237759531488,-113.81284949034,T4R,2021-2199 50 Ave,Shopping
Edo Japan,53.018349085218,-112.86108073818,,,Resturant
Bashaw Esso,52.580302002725,-112.97848895768,T0B 0H0,Hwy 21 and Hwy 53,
H&E Oilfield Services Ltd,52.828841,-110.839007,T9W 1L7,2202 1st Avenue,Financial Association & Orginization
T&E Pumps,52.143414,-110.862076,T0C 1B0,,Association & Organization
Viking Esso,53.09572192331,-111.78553805295,,,Transportaion Shopping Resturant
East Side Marios,53.018420681972,-112.86569119704,T4V 4W2,7300 48 Ave.,Resturant
Gateway Junction Esso,52.007103117576,-110.77179692122,,,Association & Orginization Shopping Resturant
Camrose Regional Exhibition,53.006695872954,-112.78863445318,T4V 1X3,4250 Exhibition Drive,Arts & Entertainment
St Edmund's On The Hill - Historical Church,52.036674,-112.752404,,,Public Service
East Central Ambulance Association,52.216795,-111.901816,,,Healthcare
Extreme Pita,53.018675172257,-112.85649776459,T4V 4T1,6800 48 Avenue,Resturant
Eats restaurant Camrose Resort Casino,53.009909437129,-112.78701059239,,,Shopping
Esso,52.325281429027,-112.72807359695,T0C 2L2,6102 50 Ave.,Transportaion Shopping Resturant
Edgerton Public School,52.761644,-110.462814,,,Education
Edberg Recreation Grounds Playground,52.783777,-112.784412,,,Arts & Entertainment Park
Easy Save Appliance Ltd,53.02666,-112.818488,T4V 1H3,5238 46 St,Association & Orginization
Eyes In Town,52.837336,-110.856815,T9W 1P2,617 10 St,Healthcare
Edward Jones - Financial Advisor: Ron Vanden Dungen,53.018524041274,-112.84337505698,T4V 0K3,6014-48th Ave, Unit 8,Financial Association & Orginization
Edward Jones - Financial Advisor: Brandi Sakaluk,52.7912899,-111.85514,T0B 2L0,5011 50th St,Financial Association & Orginization
Edberg Post Office,52.755907,-112.605663,,,Public Service
Edberg Cemetary,52.78746,-112.80028,,,Public Service
Elite Mobility - Bell Authorized Dealer,53.015757873973,-112.85560727119,T4V 3G8,6601 48 Ave, 16,Shopping
Extendicare,53.09998,-111.775877,,,Healthcare
Eveready,52.841475605965,-110.84375739098,T9w1s8,1902 15th ave,
Edberg Recreation Grounds Ice Rink,52.784045,-112.785494,,,Parks Sports & Recreation
Edberg Watertower,52.78612,-112.790818,,,Association & Orginization
Edberg School,52.783965,-112.787269,,,Education
Endeavour Chartered Accountants,51.642742,-111.93066,,,Association & Orginization
Edberg Elementary School,52.784655,-112.790645,,,Education
Edgewood Park,52.997104644775,-112.84370422363,,,Parks Sports & Recreation
Easy Stop Bottle Stop,51.648170016984,-111.91626548767,,,
Edberg Recreation Grounds Ball Diamond One,52.783081,-112.781682,,,Sports & Recreation
Electronically Digital,53.019933680305,-112.81652212143,T4V 1G7,4814 46th ST,Shopping
Electro-Tel,52.997956,-112.842084,T4V 4S1,5720 48 Ave,Shopping
Enterprise Rent-A-Car,53.018473484862,-112.81037718058,T4V 2N9,4802 - 41 Street,Transportaion
East Central Gas Co-Op Ltd,51.647579,-111.914295,T0J 1P0,406 5 Street E,
Edberg,AB,53.02558,-112.82333171697,,,Transportation
Elk's Hall,53.022143,-112.820515,,,
Electrotel,52.999148,-112.845483,,,Association & Orginization
École Sifton School,53.018927612588,-112.81411120805,,,Education
Enbridge site.,52.4073,-110.584,,,Association & Organization
Euphoric Marketing,53.008358,-112.827133,T4V,3511 52 St,Arts & Entertainment Sports & Recreation
East Side Auto Body (2008) Ltd,51.642804059571,-111.92716598511,T0J 1P0,109 1st Ave West,Transportaion
Electrotel,53.017797774442,-112.80083269361,,,Shopping
Edificio Alta Serra,53.017547,-112.801935,,Cr 38a con 48,Accomodation
Evolve Style Counsel,53.020922451923,-112.82515846698,,50 St,
Echoex chauvin plant,52.6956,-110.11448,,,
Egerton,52.49321,-110.23173,,,
Edgerton Arena,52.76219625564,-110.46092993989,,52nd Ave,Arts & Entertainment
Esso,52.360532143266,-110.26831626892,,5111 57 Avenue,Transportaion Shopping Resturant
Edgerton Community Golf Club,52.754091,-110.390594,,,Sports & Recreation
Esso,52.347891,-109.935274,,,Transportaion Shopping Resturant
Edgerton Oasis Bar,52.49321,-110.23173,,,
Edgerton,52.760687840104,-110.45757614241,,,
provost livestock exchange,52.35984,-110.267657,,,Association & Organization
Techmation Electric and Controls Ltd.,52.091098970692,-111.44599685017,,4801 Railway Ave.,Association & Orginization
Hader Echoex Plant,52.69538,-110.15742,,,
Realty Executives,52.443394,-109.154996,,Main street,
Trans Gas/Sask Energy Station,52.441564521206,-109.16493426752,,,Accomodation
Star Express,52.442325,-109.157418,S0K 4L0,133 2nd Avenue E,Resturant
Reel Entertainment - Provost,52.35154,-110.2636,T0B 3S0,5036 49th Street,Arts & Entertainment
Garden's Edge Cafe,52.7597,-110.4604,,,
Junction Service (Esso),51.922885765969,-109.12996734375,,,Transportaion Shopping Resturant
E-Can's Shop,53.899478316307,-110.89274525642,T0A 1A0,5105-5313 46 St,
E-Can Dispatch Center,53.897793889046,-110.8929169178,,,Public Service
Little é Salon,53.559364,-113.53017,T5G 0E7,12011 - 111 Ave NW,Healthcare Shopping
Cell Block E,53.678664,-113.489506,,,
PSC Library E,53.445907,-113.482449,,,Public Service
E Construction,56.72678,-111.38645,T9H 3G3,475 Memorial Drive,
E/I Mark Engineering Ltd,56.667122990147,-111.33345365524,T9H 4C4,380 MacKenzie Blvd,Association & Orginization
MRM E&I Shop,57.255304022706,-111.51134229487,,,Accomodation
Suncor E & U,56.985697308627,-111.4610021769,,Suncor Baseplant,Association & Organization
D & E Woodworks Ltd,56.665332,-111.344149,T9H 4A8,4-340 MacAlpine Cres,Shopping
Suncor E&U,57.002218875357,-111.4773880333,,,Association & Organization
Extra Foods,56.756839829665,-111.46045445766,T9K 2W6,251 Powder Dr,Shopping
MEG Energy,55.665599607751,-110.71899095519,,MEG energy christina lake,Association & Orginization
Earls,56.727516806145,-111.38676000962,T9H 5B8,9802 Morrison Street,Shopping
Esso,56.755026271666,-111.4621627722,T9K 1Y8,102 Millennium Dr,Transportaion Shopping Resturant
Hong Kong Eatery,56.730691,-111.448537,T9H 4V8,700 Signal Rd,Resturant
Earls kitchen + bar,56.649369280338,-111.2297464026,,YMM airport departure gates,Resturant
BRION ENERGY,56.790059254916,-112.10299127112,,,Association & Organization
Enterprise Rent-A-Car,56.6490862,-111.2302569,T9H 0G3,100 Snowbird Way,Transportaion
Wapasu East,57.271159341561,-111.09428635577,,,Accomodation
Long lake east camp,56.424431,-110.95316,,Hwy 881,
Nexen Energy Long Lake,56.411985949371,-110.95419702199,,,Accomodation
Edwards Land Surveys Ltd,56.467541,-111.193365,T9H 5S1,30 Gregoire Lake Estate,Accomodation Association & Organization
Edwards Land Surveys Ltd,56.4672595,-111.2282693,T9H 5S1,30 Gregoire Lake Estates,Accomodation Association & Organization
Edwards Land Surveys Ltd,56.4672595,-111.2282693,T9H 5S1,30 Gregoire Lake Estates,Accomodation Association & Organization
Edwards Land Surveys Ltd,56.4672595,-111.2282693,T9H 5S1,30 Gregoire Lake Estates,Accomodation Association & Organization
Edwards Land Surveys Ltd,56.4672595,-111.2282693,T9H 5S1,30 Gregoire Lake Estates,Accomodation Association & Organization
Edwards Land Surveys Ltd,56.4672595,-111.2282693,T9H 5S1,30 Gregoire Lake Estates,Accomodation Association & Organization
Enterprise Rent-A-Car,56.663473,-111.13274,T9H 5B4,1 Airport Road Module 3 Box 6,Transportaion
Enterprize Steel & Sales Ltd,56.637533554964,-111.23711943626,T9H 4A5,Highway 69, RR83,Shopping
Extreme Heat Mechanical,56.729111,-111.370562,T9H 2B5,118 Hill Dr,Association & Orginization
Earth Builders Construction Inc,56.75355,-111.448273,T9K 0A2,108 Loutit Rd,Association & Orginization
Elks Point Lodge,55.562594414961,-110.91792622871,,,Accomodation
The Experts,56.677851309671,-111.34808778763,T9H 4K6,254 Gregoire Dr,Resturant
Engstrom lake,56.195459,-110.897802,,,Sports & Recreation
Empire Theatres,55.6255793,-110.7414404,,edmonton city centre,Arts & Entertainment
Erzurum otogar,55.93449,-111.16568,,,
Ecole Boreal School,56.712181561779,-111.37889377489,,Abasand Drive,Education
The Eyewear Place,56.7258054,-111.3799959,T9H 1L2,9713 Hardin St,Healthcare
Ed's Roofing Ltd.,56.690226344154,-111.34875297546,T9H 3G5,P.O. Box 5581,Shopping
Ecole St.Paul's School,56.734069,-111.422256,,,Education
Edo Japan,56.725372818427,-111.37748479843,,Peter Pond Mall,Resturant
Eagle Ridge Barber Shop,56.752827,-111.427086,T9K 0L5,145-395 Loutit Road,Association & Orginization
Extreme Heat Mechanical,56.671572,-111.327316,T9H 5C8,340 Maclennan Cres,Association & Orginization
Endo Logistics,56.736284628065,-111.4656329155,T9K 1R8,151D Dickins Dr.,Transportation
Euro Art Ltd,56.7194279,-111.360318,T9H 4G8,506-8600 Franklin Ave,Association & Orginization
eagle ridge gym,56.75402654828,-111.44341018277,,,Sports & Recreation
Eco Auto Center,56.719344657377,-111.3742017746,T8V 1W6,9905 113 Ave,Association & Orginization
École Dickinsfield School,56.737703255525,-111.46996790635,T9K 1M9,201 Dickins Dr.,Education
Eagle Ridge Sales Centre,56.753055,-111.44238,,,Association & Orginization
Extraction Tool Crib,57.255520042055,-111.50896655634,,MRM Albian Sands,Shopping
Enterprize Steel & Sales Ltd,56.660845,-111.33156,,,Shopping
Emco Water Works,56.666183,-111.344742,,,
Eagle Ridge,56.752667492455,-111.44237258105,,,Accomodation
Eagle Ridge Play Place,56.754002321783,-111.44211399284,,,Arts & Entertainment Park
G&E Catering,53.605378,-113.1231154,T8E 2K7,182-53431 Range Road 221,Resturant
velma e. baker voting station,53.48155,-113.38384,,,Public Service
Velma E. Baker,53.481003,-113.385788,T6T 1J9,2845 43A Avenue NW,Education
River Valley (Queen E),53.542019907596,-113.48367523976,,,Sports & Recreation
A&E Roofing,51.133060102048,-114.12164211273,T3K 3G2,7 MacEwan Park Place,Association & Orginization
A/E Tuning,51.011324,-114.037865,T2G 2A7,4-1115 48 Ave SE,Transportation
A&E Hvac Solutions Ltd,50.71994,-113.953831,T1S 1A3,3-115 Fisher St,Association & Orginization
E-Tree The Tree Farm,54.465031,-110.17379,T9M 1P4,1867 STN Main,Shopping
Edward Jones - Financial Advisor: Robyn E Ducharme,54.26822,-110.7375,T9N 0H1,4901 50th Ave, Unit 2,Financial Association & Orginization
J & E Filipino & Asian Food Store,54.414298522208,-110.20762196458,,,Association & Organization
Astotin Lake (Elk Island National Park),53.677200219296,-112.82974226403,,,Sports & Recreation
7-Eleven,54.416563947636,-110.21639406681,T9M 1R3,5202 55th Street,Association & Orginization Shopping Resturant
Esso,53.59531363654,-112.33617664991,,5321 Sawchuk Street,Transportaion Shopping Resturant
Extra Foods,53.990133652118,-111.31776766714,T0A 3A1,5701 50 Ave,Shopping
ESSO Mahikan Site,54.632193,-110.552479,,,Association & Organization
Elk Point Co Op,53.896434147707,-110.89942702625,,,Shopping
7-Eleven,53.99169402311,-111.30180895329,T0A 3A0,5001 52nd St,Association & Orginization Shopping Resturant
7-Eleven,53.34999,-110.856169,T9X 0B4,4121 51th Street,Association & Orginization Shopping Resturant
Glacial Esker Trail,53.881218,-110.5572,T0A 2J0,,Parks
Esso,54.110268,-112.48375,T0A 3C0,,Transportaion Shopping Resturant
Esso,54.46464,-110.181946,T9M,701-743 16 Street,Transportaion Shopping Resturant
Elk island golf,53.676786242799,-112.832518048,,,
Century 21 Poirier Real Estate,53.991403,-111.278972,T0A 3A3,4341 50 Avenue,Accomodation Association & Organization
Cold Lake EyeCare,54.414312537303,-110.21018504532,,5205,Healthcare
Hwy 16 (AB) (Vegreville / Edmonton Section),53.538528442383,-112.19998168945,,,Transportation
St. Edouard Renewal Centre,53.992104,-111.119917,,,Public Service
Esso,54.017081084051,-111.53929341355,T0A 2Y0,Hwy 36 and 28,Transportaion Shopping Resturant
Elite Theatre St. Paul,53.991542163379,-111.29669875061,,,Arts & Entertainment
Explore Surveys Inc,53.9932132,-111.2981728,T0A 3A0,5133 50 Ave,Accomodation Association & Organization
Evergreen Stationers,53.991401,-111.296079,T0A 3A0,4928 50 Ave,Shopping
Elementary Park,53.990003,-111.283864,,,Education
Extendicare,53.988691,-111.286504,,,Healthcaare
Esso,54.267655216876,-110.73068618774,,4602 50 Avenue,Transportaion Shopping Resturant
